symbol,name,lastsale,marketcap,ipoyear,sector,industry
MATW,Matthews International Corporation,32.42,1020000000.0,1994.0,Capital Goods,Metal Fabrications
MXIM,"Maxim Integrated Products, Inc.",55.35,15080000000.0,1988.0,Technology,Semiconductors
MGRC,McGrath RentCorp,66.09,1600000000.0,1984.0,Technology,Diversified Commercial Services
MDCA,MDC Partners Inc.,2.5,179750000.0,,Technology,Advertising
MDJH,MDJM LTD,2.87,33350000.0,2019.0,Finance,Real Estate
MDRR,"Medalist Diversified REIT, Inc.",4.35,19510000.0,2018.0,Consumer Services,Real Estate Investment Trusts
MFIN,Medallion Financial Corp.,4.75,116850000.0,,Finance,Finance: Consumer Services
MFINL,Medallion Financial Corp.,26.0,,,Finance,Finance: Consumer Services
MNOV,"MediciNova, Inc.",8.97,387940000.0,,Health Care,Major Pharmaceuticals
MDSO,"Medidata Solutions, Inc.",91.45,5710000000.0,2009.0,Technology,Computer Software: Prepackaged Software
MDGS,Medigus Ltd.,2.25,8540000.0,,Health Care,Medical/Dental Instruments
MDGSW,Medigus Ltd.,0.5,,,Health Care,Medical/Dental Instruments
MDWD,MediWound Ltd.,3.1301,85070000.0,2014.0,Consumer Durables,Specialty Chemicals
MEDP,"Medpace Holdings, Inc.",79.31,2850000000.0,2016.0,Health Care,Biotechnology: Commercial Physical & Biological Resarch
MEIP,"MEI Pharma, Inc.",1.63,116200000.0,,Health Care,Major Pharmaceuticals
MGTX,MeiraGTx Holdings plc,22.775,759380000.0,2018.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MLCO,Melco Resorts & Entertainment Limited,20.33,9350000000.0,,Consumer Services,Hotels/Resorts
MLNT,"Melinta Therapeutics, Inc.",3.53,41580000.0,2012.0,Health Care,Major Pharmaceuticals
MLNX,"Mellanox Technologies, Ltd.",108.8,5960000000.0,2007.0,Technology,Semiconductors
MNLO,Menlo Therapeutics Inc.,3.27,78330000.0,2018.0,Health Care,Major Pharmaceuticals
MTSL,MER Telemanagement Solutions Ltd.,0.95,3130000.0,1997.0,Public Utilities,Telecommunications Equipment
MELI,"MercadoLibre, Inc.",687.2511,34159999999.999996,2007.0,Miscellaneous,Business Services
MBWM,Mercantile Bank Corporation,31.76,521640000.0,1998.0,Finance,Major Banks
MERC,Mercer International Inc.,11.84,771620000.0,,Basic Industries,Paper
MBIN,Merchants Bancorp,17.93,514710000.00000006,2017.0,Finance,Major Banks
MBINP,Merchants Bancorp,27.106,54210000.0,,Finance,Major Banks
MRCY,Mercury Systems Inc,82.02,4540000000.0,1998.0,Capital Goods,Electrical Products
MREO,Mereo BioPharma Group plc,2.65,51920000.0,,Health Care,Major Pharmaceuticals
EBSB,"Meridian Bancorp, Inc.",17.93,956060000.0,,Finance,Major Banks
VIVO,Meridian Bioscience Inc.,11.125,474240000.0,1986.0,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
MRBK,Meridian Corporation,17.93,114880000.0,2017.0,,
MMSI,"Merit Medical Systems, Inc.",38.13,2100000000.0,,Health Care,Medical/Dental Instruments
MACK,"Merrimack Pharmaceuticals, Inc.",6.7,89440000.0,2012.0,Health Care,Major Pharmaceuticals
MRSN,"Mersana Therapeutics, Inc.",3.19,152220000.0,2017.0,Health Care,Major Pharmaceuticals
MRUS,Merus N.V.,15.55,363550000.0,2016.0,Health Care,Major Pharmaceuticals
MESA,"Mesa Air Group, Inc.",9.77,281240000.0,2018.0,Transportation,Air Freight/Delivery Services
MLAB,"Mesa Laboratories, Inc.",223.64,877020000.0,,Capital Goods,Industrial Machinery/Components
MESO,Mesoblast Limited,5.1,505030000.0,2015.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CASH,"Meta Financial Group, Inc.",29.61,1120000000.0,1993.0,Finance,Savings Institutions
MEOH,Methanex Corporation,33.97,2590000000.0,,Basic Industries,Major Chemicals
MGEE,MGE Energy Inc.,74.85,2590000000.0,,Energy,Electric Utilities: Central
MGPI,"MGP Ingredients, Inc.",51.83,882400000.0,,Consumer Non-Durables,Beverages (Production/Distribution)
MBOT,Microbot Medical Inc. ,5.89,25370000.0,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MCHP,Microchip Technology Incorporated,90.81,21620000000.0,1993.0,Technology,Semiconductors
MU,"Micron Technology, Inc.",42.63,47060000000.0,,Technology,Semiconductors
MSFT,Microsoft Corporation,138.89,1060480000000.0,1986.0,Technology,Computer Software: Prepackaged Software
MSTR,MicroStrategy Incorporated,140.35,1440000000.0,1998.0,Technology,Computer Software: Prepackaged Software
MVIS,"Microvision, Inc.",0.639,72380000.0,1996.0,Capital Goods,Industrial Machinery/Components
MICT,"MICT, Inc.",0.7296,8029999.999999999,,Capital Goods,Electrical Products
MPB,Mid Penn Bancorp,24.89,210700000.0,,Finance,Major Banks
MTP,Midatech Pharma PLC,1.42,29070000.0,,Health Care,Major Pharmaceuticals
MCEP,"Mid-Con Energy Partners, LP",0.42,12930000.0,2011.0,Energy,Oil & Gas Production
MBCN,Middlefield Banc Corp.,45.95,149000000.0,,Finance,Major Banks
MSEX,Middlesex Water Company,59.11,979340000.0,,Public Utilities,Water Supply
MSBI,"Midland States Bancorp, Inc.",26.23,641810000.0,2016.0,Finance,Major Banks
MSVB,"Mid-Southern Bancorp, Inc.",12.64,45060000.0,2018.0,Finance,Savings Institutions
MOFG,"MidWestOne Financial Group, Inc.",29.65,482180000.0,,Finance,Major Banks
MIST,Milestone Pharmaceuticals Inc.,15.8701,388670000.0,2019.0,Health Care,Major Pharmaceuticals
MLND,"Millendo Therapeutics, Inc. ",8.0,107090000.0,,Health Care,Major Pharmaceuticals
TIGO,Millicom International Cellular S.A.,52.15,5270000000.0,,Public Utilities,Telecommunications Equipment
MIME,Mimecast Limited,45.21,2790000000.0,2015.0,Technology,Computer Software: Prepackaged Software
MNDO,MIND C.T.I. Ltd.,2.233,44240000.0,,Technology,EDP Services
NERV,"Minerva Neurosciences, Inc",7.05,275130000.0,2014.0,Health Care,Major Pharmaceuticals
MGEN,"Miragen Therapeutics, Inc.",1.31,40520000.0,2014.0,Health Care,Medical Specialities
MRTX,"Mirati Therapeutics, Inc.",96.57,3790000000.0,,Health Care,Major Pharmaceuticals
MIRM,"Mirum Pharmaceuticals, Inc.",14.5374,334590000.0,2019.0,Health Care,Major Pharmaceuticals
MSON,"MISONIX, Inc.",22.62,218080000.0,1992.0,Capital Goods,Medical Specialities
MIND,"Mitcham Industries, Inc.",3.98,48270000.0,1994.0,Technology,Diversified Commercial Services
MINDP,"Mitcham Industries, Inc.",23.78,18980000.0,,Technology,Diversified Commercial Services
MITK,"Mitek Systems, Inc.",9.91,398150000.0,,Technology,Computer peripheral equipment
MKSI,"MKS Instruments, Inc.",76.57,4160000000.0,1999.0,Capital Goods,Industrial Machinery/Components
MMAC,"MMA Capital Holdings, Inc.",30.5,179470000.0,,Finance,Real Estate
MTC,"MMTec, Inc.",6.01,120620000.0,2019.0,,
MINI,"Mobile Mini, Inc.",32.36,1450000000.0,1994.0,Capital Goods,Metal Fabrications
MOBL,"MobileIron, Inc.",6.995,768040000.0,2014.0,Technology,Computer Software: Prepackaged Software
MMDM,Modern Media Acquisition Corp.,10.4757,208800000.0,2017.0,Consumer Services,Broadcasting
MMDMR,Modern Media Acquisition Corp.,0.21,,2017.0,Consumer Services,Broadcasting
MMDMU,Modern Media Acquisition Corp.,12.54,,2017.0,Consumer Services,Broadcasting
MMDMW,Modern Media Acquisition Corp.,0.1394,,2017.0,Consumer Services,Broadcasting
MRNA,"Moderna, Inc.",13.21,4350000000.0,2018.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MOGO,Mogo Inc.,2.65,72290000.0,,Finance,Finance: Consumer Services
MWK,"Mohawk Group Holdings, Inc.",6.515,114830000.0,2019.0,Consumer Durables,Home Furnishings
MTEM,"Molecular Templates, Inc.",5.43,199660000.0,,Health Care,Major Pharmaceuticals
MBRX,"Moleculin Biotech, Inc.",1.16,52420000.0,2016.0,Health Care,Major Pharmaceuticals
MNTA,"Momenta Pharmaceuticals, Inc.",11.72,1160000000.0,2004.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MOMO,Momo Inc.,31.28,6490000000.0,2014.0,Technology,Computer Software: Prepackaged Software
MKGI,"Monaker Group, Inc.",2.23,24160000.0,,Consumer Services,Transportation Services
MCRI,"Monarch Casino & Resort, Inc.",45.55,820620000.0,1993.0,Consumer Services,Hotels/Resorts
MDLZ,"Mondelez International, Inc.",54.95,79250000000.0,,Consumer Non-Durables,Packaged Foods
MGI,"Moneygram International, Inc.",3.08,191110000.0,,Miscellaneous,Business Services
MDB,"MongoDB, Inc.",149.495,8270000000.0,2017.0,Technology,Computer Software: Prepackaged Software
MNCL,Monocle Acquisition Corporation,10.1,225030000.0,2019.0,Finance,Business Services
MNCLU,Monocle Acquisition Corporation,10.4,,2019.0,Finance,Business Services
MNCLW,Monocle Acquisition Corporation,0.36,,2019.0,Finance,Business Services
MPWR,"Monolithic Power Systems, Inc.",152.44,6590000000.0,2004.0,Technology,Semiconductors
TYPE,Monotype Imaging Holdings Inc.,19.83,795190000.0,2007.0,Technology,EDP Services
MNRO,"Monro, Inc. ",82.27,2730000000.0,1991.0,Consumer Services,Automotive Aftermarket
MRCC,Monroe Capital Corporation,11.03,225500000.0,2012.0,,
MRCCL,Monroe Capital Corporation,25.01,,,,
MNST,Monster Beverage Corporation,62.08,33750000000.0,,Consumer Non-Durables,Beverages (Production/Distribution)
MORN,"Morningstar, Inc.",153.77,6580000000.0,2005.0,Finance,Investment Managers
MORF,"Morphic Holding, Inc.",26.57,786380000.0,2019.0,Health Care,Major Pharmaceuticals
MOR,MorphoSys AG,31.55,3980000000.0,2018.0,Health Care,Major Pharmaceuticals
MOSY,"MoSys, Inc.",0.154,6660000.0,2001.0,Technology,Semiconductors
MTFB,Motif Bio plc,0.6075,10400000.0,2016.0,Health Care,Major Pharmaceuticals
MTFBW,Motif Bio plc,0.08,,2016.0,Health Care,Major Pharmaceuticals
MPAA,"Motorcar Parts of America, Inc.",16.32,308290000.0,,Capital Goods,Auto Parts:O.E.M.
MOTS,"Motus GI Holdings, Inc.",2.66,57060000.0,2018.0,Health Care,Medical/Dental Instruments
MPVD,Mountain Province Diamonds Inc.,0.98,205930000.0,,Basic Industries,Precious Metals
MOXC,"Moxian, Inc.",1.5678,21120000.0,,Technology,"Computer Software: Programming, Data Processing"
COOP,Mr. Cooper Group Inc.,9.1,828790000.0,,Finance,Finance: Consumer Services
MSBF,MSB Financial Corp.,16.6,87200000.0,,Finance,Savings Institutions
MTBC,"MTBC, Inc.",4.92,59180000.0,2014.0,Technology,Computer Software: Prepackaged Software
MTBCP,"MTBC, Inc.",27.6007,25650000.0,,Technology,Computer Software: Prepackaged Software
MTSC,MTS Systems Corporation,60.89,1180000000.0,,Capital Goods,Industrial Machinery/Components
MUDS,Mudrick Capital Acquisition Corporation,10.25,266500000.0,2018.0,Finance,Business Services
MUDSU,Mudrick Capital Acquisition Corporation,10.8,,2018.0,Finance,Business Services
MUDSW,Mudrick Capital Acquisition Corporation,0.65,,2018.0,Finance,Business Services
MBIO,"Mustang Bio, Inc.",3.09,124400000.0,,Health Care,Major Pharmaceuticals
MFSF,MutualFirst Financial Inc.,32.0334,273930000.0,,Finance,Major Banks
MVBF,MVB Financial Corp.,16.59,194320000.0,,Finance,Major Banks
MYSZ,"My Size, Inc.",0.518,15480000.0,,Technology,Computer Software: Prepackaged Software
MYL,Mylan N.V.,19.09,9850000000.0,,Health Care,Major Pharmaceuticals
MYOK,"MyoKardia, Inc.",54.78,2520000000.0,2015.0,Health Care,Major Pharmaceuticals
MYOS,MYOS RENS Technology Inc.,1.64,15040000.0,,Health Care,Major Pharmaceuticals
MYRG,"MYR Group, Inc.",29.15,485160000.0,,Basic Industries,Water Supply
MYGN,"Myriad Genetics, Inc.",45.86,3360000000.0,1995.0,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
NBRV,Nabriva Therapeutics plc,2.28,169500000.0,2015.0,Health Care,Major Pharmaceuticals
NAKD,Naked Brand Group Limited,0.0924,6260000.0,,Consumer Non-Durables,Apparel
NNDM,Nano Dimension Ltd.,0.38,13560000.0,,Technology,Electrical Products
NANO,Nanometrics Incorporated,28.47,706860000.0,1984.0,Capital Goods,Industrial Machinery/Components
NSTG,"NanoString Technologies, Inc.",25.72,911620000.0,2013.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NAOV,"NanoVibronix, Inc.",3.03,12470000.0,,Health Care,Industrial Specialties
NH,"NantHealth, Inc.",0.5203,57200000.0,2016.0,Technology,EDP Services
NK,"NantKwest, Inc.",1.34,132220000.0,2015.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NSSC,"NAPCO Security Technologies, Inc.",30.31,559970000.0,,Capital Goods,Telecommunications Equipment
NDAQ,"Nasdaq, Inc.",98.26,16180000000.0,,Finance,Investment Bankers/Brokers/Service
NTRA,"Natera, Inc.",31.95,2220000000.0,2015.0,Health Care,Medical Specialities
NATH,"Nathan&#39;s Famous, Inc.",70.5,297990000.0,1993.0,Consumer Services,Restaurants
NKSH,"National Bankshares, Inc.",35.4,230300000.0,,Finance,Major Banks
FIZZ,National Beverage Corp.,44.51,2080000000.0,,Consumer Non-Durables,Beverages (Production/Distribution)
NCMI,"National CineMedia, Inc.",7.14,563870000.0,2007.0,Consumer Services,Advertising
NESR,National Energy Services Reunited Corp.,8.05,699520000.0,2017.0,Energy,Oilfield Services/Equipment
NESRW,National Energy Services Reunited Corp.,0.77,,2017.0,Energy,Oilfield Services/Equipment
NGHC,National General Holdings Corp,24.25,2750000000.0,,Finance,Property-Casualty Insurers
NGHCN,National General Holdings Corp,24.41,4880000.0,,Finance,Property-Casualty Insurers
NGHCO,National General Holdings Corp,24.43,4030000.0000000005,,Finance,Property-Casualty Insurers
NGHCP,National General Holdings Corp,25.25,55550000.0,,Finance,Property-Casualty Insurers
NGHCZ,National General Holdings Corp,25.9014,,,Finance,Property-Casualty Insurers
NHLD,National Holdings Corporation,2.5,32250000.0,,Finance,Investment Bankers/Brokers/Service
NHLDW,National Holdings Corporation,0.2312,,,Finance,Investment Bankers/Brokers/Service
NATI,National Instruments Corporation,43.9,5790000000.0,1995.0,Technology,Computer Software: Prepackaged Software
NRC,National Research Corporation,65.15,1620000000.0,,Health Care,Biotechnology: Commercial Physical & Biological Resarch
NSEC,"National Security Group, Inc.",11.3814,28760000.0,,Finance,Life Insurance
EYE,"National Vision Holdings, Inc.",31.8,2490000000.0,2017.0,Health Care,Ophthalmic Goods
NWLI,"National Western Life Group, Inc.",260.97,948890000.0,,Finance,Life Insurance
NAII,"Natural Alternatives International, Inc.",10.28,74620000.0,,Consumer Durables,Specialty Chemicals
NHTC,Natural Health Trends Corp.,7.25,81380000.0,,Consumer Durables,Consumer Specialties
NATR,"Nature&#39;s Sunshine Products, Inc.",9.2,177310000.0,,Health Care,Major Pharmaceuticals
NTUS,Natus Medical Incorporated,31.89,1080000000.0,,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
JSM,Navient Corporation,21.85,,,Finance,Finance: Consumer Services
NAVI,Navient Corporation,13.68,3150000000.0,,Finance,Investment Bankers/Brokers/Service
NMCI,Navios Maritime Containers L.P.,1.905,65920000.0,,Transportation,Marine Transportation
NBTB,NBT Bancorp Inc.,36.24,1590000000.0,,Finance,Major Banks
NCSM,"NCS Multistage Holdings, Inc.",2.28,106410000.0,2017.0,Energy,Oilfield Services/Equipment
NEBU,Nebula Acquisition Corporation,10.16,349250000.0,2018.0,Finance,Business Services
NEBUU,Nebula Acquisition Corporation,10.6,,2018.0,Finance,Business Services
NEBUW,Nebula Acquisition Corporation,1.1,,2018.0,Finance,Business Services
NKTR,Nektar Therapeutics,29.57,5150000000.0,,Health Care,Major Pharmaceuticals
NMRD,Nemaura Medical Inc.,1.02,212150000.0,,Health Care,Medical/Dental Instruments
NEOG,Neogen Corporation,71.72,3750000000.0,1989.0,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
NEO,"NeoGenomics, Inc.",25.89,2470000000.0,,Health Care,Precision Instruments
NTGN,"Neon Therapeutics, Inc.",2.6,73660000.0,2018.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NEON,Neonode Inc.,2.92,25730000.0,,Capital Goods,Industrial Machinery/Components
NEOS,"Neos Therapeutics, Inc.",1.67,83040000.0,2015.0,Health Care,Major Pharmaceuticals
NVCN,Neovasc Inc.,2.92,21850000.0,,Health Care,Medical/Dental Instruments
NEPT,Neptune Wellness Solutions Inc.,5.03,465010000.0,,Health Care,Major Pharmaceuticals
UEPS,"Net 1 UEPS Technologies, Inc.",3.57,202830000.0,2005.0,Finance,Investment Bankers/Brokers/Service
NETE,"Net Element, Inc.",3.58,14730000.0,,Technology,EDP Services
NTAP,"NetApp, Inc.",47.77,11410000000.0,1995.0,Technology,Electronic Components
NTES,"NetEase, Inc.",238.04,30460000000.0,,Miscellaneous,Business Services
NFINU,Netfin Acquisition Corp.,10.05,227280000.0,2019.0,Finance,Business Services
NFLX,"Netflix, Inc.",315.96,138340000000.0,2002.0,Consumer Services,Consumer Electronics/Video Chains
NTGR,"NETGEAR, Inc.",33.65,1050000000.0,2003.0,Public Utilities,Telecommunications Equipment
NTCT,"NetScout Systems, Inc.",22.99,1750000000.0,1999.0,Technology,EDP Services
NTWK,NetSol Technologies Inc.,6.07,70860000.0,,Technology,Computer Software: Prepackaged Software
NBSE,"NeuBase Therapeutics, Inc. ",5.19,88560000.0,,Health Care,Major Pharmaceuticals
CUR,"Neuralstem, Inc.",2.18,2340000.0,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NBIX,"Neurocrine Biosciences, Inc.",97.92,8970000000.0,1996.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NURO,"NeuroMetrix, Inc.",0.3799,3720000.0,2004.0,Health Care,Medical/Dental Instruments
NUROW,"NeuroMetrix, Inc.",0.0113,,,Health Care,Medical/Dental Instruments
STIM,"Neuronetics, Inc.",10.06,184180000.0,2018.0,Health Care,Medical/Dental Instruments
NTRP,"Neurotrope, Inc.",5.89,76260000.0,,Health Care,Major Pharmaceuticals
NBEV,New Age Beverages Corporation,3.43,258600000.00000003,,Consumer Non-Durables,Beverages (Production/Distribution)
NFE,New Fortress Energy LLC,12.64,2120000000.0,2019.0,Public Utilities,Oil/Gas Transmission
NYMT,"New York Mortgage Trust, Inc.",6.24,1460000000.0,,Consumer Services,Real Estate Investment Trusts
NYMTN,"New York Mortgage Trust, Inc.",24.835,134110000.00000001,,Consumer Services,Real Estate Investment Trusts
NYMTO,"New York Mortgage Trust, Inc.",25.0,90000000.0,,Consumer Services,Real Estate Investment Trusts
NYMTP,"New York Mortgage Trust, Inc.",24.8,74400000.0,,Consumer Services,Real Estate Investment Trusts
NEWA,"Newater Technology, Inc.",5.64,60960000.0,2017.0,Basic Industries,Miscellaneous
NWL,Newell Brands Inc.,16.2,6860000000.0,,Consumer Non-Durables,Plastic Products
NLNK,NewLink Genetics Corporation,1.67,62290000.0,2011.0,Health Care,Major Pharmaceuticals
NMRK,"Newmark Group, Inc.",9.255,1650000000.0,2017.0,Finance,Real Estate
NWS,News Corporation,13.36,7820000000.0,,Consumer Services,Newspapers/Magazines
NWSA,News Corporation,13.04,7630000000.0,,Consumer Services,Newspapers/Magazines
NEWT,Newtek Business Services Corp.,20.67,395110000.0,,,
NEWTI,Newtek Business Services Corp.,26.058,,,,
NEWTL,Newtek Business Services Corp.,25.31,,,,
NEWTZ,Newtek Business Services Corp.,26.05,,,,
NXST,"Nexstar Media Group, Inc.",97.74,4510000000.0,2003.0,Consumer Services,Broadcasting
NXTC,"NextCure, Inc.",22.8,517900000.0,2019.0,Health Care,Major Pharmaceuticals
NEXT,NextDecade Corporation,4.725,520280000.0,2015.0,Public Utilities,Oil & Gas Production
NXGN,"NextGen Healthcare, Inc.",16.09,1050000000.0,,Technology,EDP Services
BIMI,NF Energy Saving Corporation,2.3,17420000.0,,Capital Goods,Metal Fabrications
NGM,"NGM Biopharmaceuticals, Inc.",14.2,937510000.0,2019.0,Health Care,Major Pharmaceuticals
NODK,"NI Holdings, Inc.",16.795,373010000.0,2017.0,Finance,Property-Casualty Insurers
EGOV,NIC Inc.,21.17,1420000000.0,1999.0,Miscellaneous,Business Services
NICE,NICE Ltd,153.57,9570000000.0,,Technology,Computer Manufacturing
NICK,"Nicholas Financial, Inc.",8.72,69130000.0,,Finance,Finance Companies
NCBS,Nicolet Bankshares Inc.,63.13,589990000.0,,Finance,Major Banks
NIHD,"NII Holdings, Inc.",1.625,165220000.0,,Public Utilities,Telecommunications Equipment
NIU,Niu Technologies,8.31,617740000.0,2018.0,Capital Goods,Auto Manufacturing
LASR,"nLIGHT, Inc.",14.78,546930000.0,2018.0,Technology,Semiconductors
NMIH,NMI Holdings Inc,27.5,1860000000.0,2013.0,Finance,Property-Casualty Insurers
